time,device,signals,fault
3121,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0",0x3
3122,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0",0x3
3123,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3124,MAX4883,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3125,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3126,TJA1050,"0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x4
3126,pc1041,"0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x4
3127,SN74AHC2731,"0x0,0x1",0x0
3127,uln2803a1,"0x0,0x1",0x0
3127,pc1041,"0x1,0x0",0x0
3128,SN74AHC2732,"0x0,0x1",0x0
3128,uln2803a2,"0x0,0x1",0x0
3128,pc1041,"0x1,0x0",0x0
3129,SN74HC175,"0x0,0x1",0x0
3129,uln2803a3,"0x0,0x1",0x0
3129,pc1042,0x1,0x0
3129,JB1910,0x0,0x0
3130,ADS83441,"0x0,0x1",0x0
3130,pc1042,"0x0,0x1",0x0
3131,ADS83442,"0x0,0x1",0x0
3131,pc1042,"0x0,0x1",0x0
3132,JB1910,"0x0,0x1",0x0
3132,pc1041,"0x1,0x1",0x0
3133,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
3134,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x0",0x3
3134,pc1041,"0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x0",0x3
3135,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3136,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3137,MAX4883,"0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0",0x3
3138,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3139,TJA1050,"0x0,0x1,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x4
3139,pc1041,"0x0,0x1,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x4
3140,SN74AHC2731,"0x0,0x0",0x5
3140,uln2803a1,"0x0,0x1",0x5
3140,pc1041,"0x1,0x0",0x5
3141,SN74AHC2732,"0x1,0x1",0x5
3141,uln2803a2,"0x0,0x1",0x5
3141,pc1041,"0x1,0x0",0x5
3142,SN74HC175,"0x0,0x1",0x0
3142,uln2803a3,"0x0,0x1",0x0
3142,JB1910,"0x1,0x0",0x0
3143,ADS83441,"0x0,0x1",0x0
3143,pc1042,"0x0,0x1",0x0
3144,ADS83442,"0x0,0x1",0x0
3144,pc1042,"0x0,0x1",0x0
3145,JB1910,"0x1,0x1",0x5
3145,pc1041,"0x0,0x1",0x5
3146,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3146,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3147,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
3147,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
3148,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3149,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3150,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3151,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3152,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0",0x1
3153,SN74AHC2731,"0x0,0x1",0x0
3153,uln2803a1,"0x0,0x1",0x0
3153,pc1041,"0x1,0x0",0x0
3154,SN74AHC2732,"0x0,0x1",0x0
3154,uln2803a2,"0x0,0x1",0x0
3154,pc1041,"0x1,0x0",0x0
3155,SN74HC175,"0x0,0x1",0x0
3155,uln2803a3,"0x0,0x1",0x0
3155,pc1042,0x1,0x0
3155,JB1910,0x0,0x0
3156,ADS83441,"0x0,0x1",0x0
3156,pc1042,"0x0,0x1",0x0
3157,ADS83442,"0x0,0x1",0x0
3157,pc1042,"0x0,0x1",0x0
3158,JB1910,"0x0,0x1",0x0
3158,pc1041,"0x0,0x1",0x0
3159,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
3159,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0",0x3
3160,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3160,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3161,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3162,MAX4882,"0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0",0x3
3163,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3164,MAX4884,"0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3165,TJA1050,"0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3165,pc1041,"0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1",0x3
3166,SN74AHC2731,"0x0,0x1",0x0
3166,uln2803a1,"0x0,0x1",0x0
3166,pc1041,"0x1,0x0",0x0
3167,SN74AHC2732,"0x0,0x1",0x0
3167,uln2803a2,"0x0,0x1",0x0
3167,pc1041,"0x1,0x0",0x0
3168,SN74HC175,"0x0,0x1",0x0
3168,uln2803a3,"0x0,0x1",0x0
3168,pc1042,0x1,0x0
3168,JB1910,0x0,0x0
3169,ADS83441,"0x0,0x1",0x0
3169,pc1042,"0x0,0x1",0x0
3170,ADS83442,"0x0,0x1",0x0
3170,pc1042,"0x0,0x1",0x0
3171,JB1910,"0x0,0x1",0x0
3171,pc1041,"0x0,0x1",0x0
3172,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3172,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3173,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
3174,MAX4881,"0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3175,MAX4882,"0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0",0x3
3176,MAX4883,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3177,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3178,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3178,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3179,SN74AHC2731,"0x0,0x1",0x0
3179,uln2803a1,"0x0,0x1",0x0
3179,pc1041,"0x1,0x0",0x0
3180,SN74AHC2732,"0x0,0x1",0x0
3180,uln2803a2,"0x0,0x1",0x0
3180,pc1041,"0x1,0x0",0x0
3181,SN74HC175,"0x0,0x1",0x0
3181,uln2803a3,"0x0,0x1",0x0
3181,JB1910,"0x1,0x0",0x0
3182,ADS83441,"0x0,0x1",0x0
3182,pc1042,"0x0,0x1",0x0
3183,ADS83442,"0x0,0x1",0x0
3183,pc1042,"0x0,0x1",0x0
3184,JB1910,"0x0,0x1",0x0
3184,pc1041,"0x0,0x1",0x0
3185,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x0",0x3
3185,pc1041,"0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x0",0x3
3186,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3186,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3187,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0",0x3
3188,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3189,MAX4883,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3190,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3191,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3191,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3192,SN74AHC2731,"0x0,0x1",0x0
3192,uln2803a1,"0x0,0x1",0x0
3192,pc1041,"0x1,0x0",0x0
3193,SN74AHC2732,"0x0,0x1",0x0
3193,uln2803a2,"0x0,0x1",0x0
3193,pc1041,"0x1,0x0",0x0
3194,SN74HC175,"0x0,0x1",0x0
3194,uln2803a3,"0x0,0x1",0x0
3194,JB1910,"0x1,0x0",0x0
3195,ADS83441,"0x0,0x1",0x0
3195,pc1042,"0x0,0x1",0x0
3196,ADS83442,"0x0,0x1",0x0
3196,pc1042,"0x0,0x1",0x0
3197,JB1910,"0x0,0x0",0x5
3197,pc1041,"0x0,0x1",0x5
3198,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3198,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3199,W25Q5122,"0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
3200,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3201,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3202,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3203,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0",0x3
3204,TJA1050,"0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x1
3205,SN74AHC2731,"0x0,0x1",0x0
3205,uln2803a1,"0x0,0x1",0x0
3205,pc1041,"0x1,0x0",0x0
3206,SN74AHC2732,"0x0,0x1",0x0
3206,uln2803a2,"0x0,0x1",0x0
3206,pc1041,"0x1,0x0",0x0
3207,SN74HC175,"0x0,0x1",0x5
3207,uln2803a3,"0x0,0x1",0x5
3207,pc1042,0x1,0x5
3207,JB1910,0x1,0x5
3208,ADS83441,"0x0,0x1",0x0
3208,pc1042,"0x0,0x1",0x0
3209,ADS83442,"0x1,0x1",0x5
3209,pc1042,"0x0,0x1",0x5
3210,JB1910,"0x0,0x1",0x0
3210,pc1041,"0x0,0x1",0x0
3211,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1",0x1
3212,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3212,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3213,MAX4881,"0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0",0x3
3214,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0",0x3
3215,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3216,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3217,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3217,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3218,SN74AHC2731,"0x0,0x1",0x0
3218,uln2803a1,"0x0,0x1",0x0
3218,pc1041,"0x1,0x0",0x0
3219,SN74AHC2732,"0x1,0x1",0x5
3219,uln2803a2,"0x0,0x1",0x5
3219,pc1041,"0x1,0x0",0x5
3220,SN74HC175,"0x0,0x1",0x0
3220,uln2803a3,"0x0,0x1",0x0
3220,JB1910,"0x1,0x0",0x0
3221,ADS83441,"0x0,0x1",0x0
3221,pc1042,"0x0,0x1",0x0
3222,ADS83442,"0x0,0x1",0x0
3222,pc1042,"0x0,0x1",0x0
3223,JB1910,"0x0,0x1",0x0
3223,pc1041,"0x0,0x1",0x0
3224,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
3224,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0",0x3
3225,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
3226,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3227,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3228,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3229,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3230,TJA1050,"0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0",0x1
3231,SN74AHC2731,"0x1,0x1",0x5
3231,uln2803a1,"0x0,0x1",0x5
3231,pc1041,"0x1,0x0",0x5
3232,SN74AHC2732,"0x0,0x1",0x0
3232,uln2803a2,"0x0,0x1",0x0
3232,pc1041,"0x1,0x0",0x0
3233,SN74HC175,"0x0,0x1",0x0
3233,uln2803a3,"0x0,0x1",0x0
3233,JB1910,0x1,0x0
3233,pc1042,0x0,0x0
3234,ADS83441,"0x0,0x1",0x0
3234,pc1042,"0x0,0x1",0x0
3235,ADS83442,"0x0,0x1",0x0
3235,pc1042,"0x0,0x1",0x0
3236,JB1910,"0x0,0x1",0x0
3236,pc1041,"0x0,0x1",0x0
3237,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3237,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3238,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
3238,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3239,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0",0x3
3240,MAX4882,"0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3241,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3242,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3243,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x1
3244,SN74AHC2731,"0x0,0x1",0x0
3244,uln2803a1,"0x1,0x1",0x0
3244,pc1041,"0x0,0x0",0x0
3245,SN74AHC2732,"0x0,0x1",0x0
3245,uln2803a2,"0x0,0x1",0x0
3245,pc1041,"0x1,0x0",0x0
3246,SN74HC175,"0x0,0x1",0x0
3246,uln2803a3,"0x0,0x1",0x0
3246,pc1042,"0x1,0x0",0x0
3247,ADS83441,"0x0,0x1",0x0
3247,pc1042,"0x0,0x1",0x0
3248,ADS83442,"0x0,0x1",0x0
3248,pc1042,"0x0,0x1",0x0
3249,JB1910,"0x0,0x1",0x0
3249,pc1041,"0x0,0x0",0x0
3250,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3250,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3251,W25Q5122,"0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3251,pc1041,"0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3252,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
3253,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3254,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
3255,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1",0x1
3256,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3256,pc1041,"0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
3257,SN74AHC2731,"0x0,0x1",0x0
3257,uln2803a1,"0x0,0x1",0x0
3257,pc1041,"0x1,0x0",0x0
3258,SN74AHC2732,"0x0,0x1",0x0
3258,uln2803a2,"0x0,0x1",0x0
3258,pc1041,"0x1,0x0",0x0
3259,SN74HC175,"0x0,0x1",0x0
3259,uln2803a3,"0x0,0x1",0x0
3259,JB1910,0x1,0x0
3259,pc1042,0x0,0x0
3260,ADS83441,"0x0,0x1",0x0
3260,pc1042,"0x0,0x1",0x0
3261,ADS83442,"0x1,0x1",0x5
3261,pc1042,"0x0,0x1",0x5
3262,JB1910,"0x0,0x1",0x0
3262,pc1041,"0x0,0x1",0x0
3263,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3263,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3264,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3264,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
3265,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3266,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3267,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
3268,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0",0x3
